_id,empenho,nup,ordemCompra,fornecedor,arpContratoPregao,dtEmpenho,dtRecebimentoFornecedor,projeto,prioridade,dtNotificacao,informacoesCopla,notificacao,observacoes,dtagendamento,status,responsavel,itens[0].codigo,itens[1].codigo,itens[0].descricao,itens[1].descricao,itens[0].apresentacao,itens[1].apresentacao,itens[0].marca,itens[1].marca,itens[0].qtdSolicitada,itens[1].qtdSolicitada,itens[0].valorUnitario,itens[1].valorUnitario,itens[0].valorTotal,itens[1].valorTotal,itens[0]._id,itens[1]._id,__v,itensrecebidos[0].dtrecebimento,itensrecebidos[0].codigo,itensrecebidos[0].descricao,itensrecebidos[0].apresentacao,itensrecebidos[0].marca,itensrecebidos[0].qtdRecebida,itensrecebidos[0].valorUnitario,itensrecebidos[0].valorTotal,itensrecebidos[0].entregueNosConformes,itensrecebidos[0].cartaDeTroca,itensrecebidos[0]._id
904e3af1e9c242f7b7fe31a36d55d637f438f936ab27401a99203cb32f60e33269941710,sdfwer,ASTRAZENECA DO BRASIL LTDA.,1525,20240925T07:48:37.363667Z,19970510T07:48:37.363667Z,INFECÇÃO OPORTUNISTA,media,00010101T00:00:00.000Z,Nada a Declarar,.,.,20241012T07:48:37.363667Z,Entregue Parcial,thiagofarias,5,5,POLIMIXINA B SULFATO 500000UI,POLIMIXINA B SULFATO 500000UI,capsula,ampola,DVCSZX,GREGE,5,61750,48834,0.6660,44308,58102.59,904e3af1e9c242f7b7fe31a36d55d637,f438f936ab27401a99203cb32f60e332,3,20240925,5,POLIMIXINA B SULFATO 500000UI,caixa,aetrh4,14,5,74,Sim,Não,f438f936ab27401a99203cb32f60e332
5a299bee023e485ca1216e6610759874df6d5a81500f4555acbd5b9c0450899c15514386,sdfwer,ASTRAZENECA DO BRASIL LTDA.,1525,20240925T07:48:37.363667Z,19970510T07:48:37.363667Z,INFECÇÃO OPORTUNISTA,media,00010101T00:00:00.000Z,Nada a Declarar,.,.,20240925T07:48:37.363667Z,Entregue Parcial,thiagofarias,9,9,POLIMIXINA B SULFATO 500000UI,POLIMIXINA B SULFATO 500000UI,capsula,ampola,DVCSZX,GREGE,9,64743,39081,0.6844,54223,55592.34,5a299bee023e485ca1216e6610759874,df6d5a81500f4555acbd5b9c0450899c,5,20240925,9,POLIMIXINA B SULFATO 500000UI,caixa,aetrh4,1,9,57,Sim,Não,df6d5a81500f4555acbd5b9c0450899c
ac77cc9e46d74491a4f46ac64fe891b0f41728713ba44695a3ed7bdf75d8788e68730691,sdfwer,ASTRAZENECA DO BRASIL LTDA.,1525,20240925T07:48:37.363667Z,19970510T07:48:37.363667Z,INFECÇÃO OPORTUNISTA,media,00010101T00:00:00.000Z,Nada a Declarar,.,.,20241022T07:48:37.363667Z,Entregue Parcial,thiagofarias,8,8,POLIMIXINA B SULFATO 500000UI,POLIMIXINA B SULFATO 500000UI,capsula,ampola,DVCSZX,GREGE,8,98471,49942,0.9404,33517,52029.42,ac77cc9e46d74491a4f46ac64fe891b0,f41728713ba44695a3ed7bdf75d8788e,5,20240925,8,POLIMIXINA B SULFATO 500000UI,caixa,aetrh4,36,8,75,Sim,Não,f41728713ba44695a3ed7bdf75d8788e
beb49e916c9c49bcadc8454dec8e1962f0518e77b1a942eaad9b02883ea52f6e63443942,sdfwer,ASTRAZENECA DO BRASIL LTDA.,1525,20240925T07:48:37.363667Z,19970510T07:48:37.363667Z,INFECÇÃO OPORTUNISTA,media,00010101T00:00:00.000Z,Nada a Declarar,.,.,20241015T07:48:37.363667Z,Entregue Parcial,thiagofarias,4,4,POLIMIXINA B SULFATO 500000UI,POLIMIXINA B SULFATO 500000UI,capsula,ampola,DVCSZX,GREGE,4,97595,44175,0.7914,56958,56994.43,beb49e916c9c49bcadc8454dec8e1962,f0518e77b1a942eaad9b02883ea52f6e,1,20240925,4,POLIMIXINA B SULFATO 500000UI,caixa,aetrh4,43,4,20,Sim,Não,f0518e77b1a942eaad9b02883ea52f6e
bd5f9daa36a1438caa73480017c6958f0dc9e2fb83694aeda504a205d2c80cb170909124,sdfwer,ASTRAZENECA DO BRASIL LTDA.,1525,20240925T07:48:37.363667Z,19970510T07:48:37.363667Z,INFECÇÃO OPORTUNISTA,media,00010101T00:00:00.000Z,Nada a Declarar,.,.,20241002T07:48:37.363667Z,Entregue Parcial,thiagofarias,5,5,POLIMIXINA B SULFATO 500000UI,POLIMIXINA B SULFATO 500000UI,capsula,ampola,DVCSZX,GREGE,5,69810,38525,0.9014,30023,50814.66,bd5f9daa36a1438caa73480017c6958f,0dc9e2fb83694aeda504a205d2c80cb1,5,20240925,5,POLIMIXINA B SULFATO 500000UI,caixa,aetrh4,1,5,24,Sim,Não,0dc9e2fb83694aeda504a205d2c80cb1
0a2130563c5a45f1b7f28f6a2ef81bee30456a23195d42669a220b21e335a09779366285,sdfwer,ASTRAZENECA DO BRASIL LTDA.,1525,20240925T07:48:37.363667Z,19970510T07:48:37.363667Z,INFECÇÃO OPORTUNISTA,media,00010101T00:00:00.000Z,Nada a Declarar,.,.,20241002T07:48:37.363667Z,Entregue Parcial,thiagofarias,9,9,POLIMIXINA B SULFATO 500000UI,POLIMIXINA B SULFATO 500000UI,capsula,ampola,DVCSZX,GREGE,9,53947,23487,0.8809,43436,52051.09,0a2130563c5a45f1b7f28f6a2ef81bee,30456a23195d42669a220b21e335a097,7,20240925,9,POLIMIXINA B SULFATO 500000UI,caixa,aetrh4,15,9,77,Sim,Não,30456a23195d42669a220b21e335a097
dd5ac6da90684299a7e633c8192b49ecbf5b4ccc0bce4563a27f8b7c738e235377591419,sdfwer,ASTRAZENECA DO BRASIL LTDA.,1525,20240925T07:48:37.363667Z,19970510T07:48:37.363667Z,INFECÇÃO OPORTUNISTA,media,00010101T00:00:00.000Z,Nada a Declarar,.,.,20241013T07:48:37.363667Z,Entregue Parcial,thiagofarias,1,1,POLIMIXINA B SULFATO 500000UI,POLIMIXINA B SULFATO 500000UI,capsula,ampola,DVCSZX,GREGE,1,79844,15818,0.9322,45468,58431.59,dd5ac6da90684299a7e633c8192b49ec,bf5b4ccc0bce4563a27f8b7c738e2353,4,20240925,1,POLIMIXINA B SULFATO 500000UI,caixa,aetrh4,33,1,13,Sim,Não,bf5b4ccc0bce4563a27f8b7c738e2353
47628b817e5645a084a349498d093fdf39c2ae2a7868443191251a5f0da974ad29471122,sdfwer,ASTRAZENECA DO BRASIL LTDA.,1525,20240925T07:48:37.363667Z,19970510T07:48:37.363667Z,INFECÇÃO OPORTUNISTA,media,00010101T00:00:00.000Z,Nada a Declarar,.,.,20240925T07:48:37.363667Z,Entregue Parcial,thiagofarias,10,10,POLIMIXINA B SULFATO 500000UI,POLIMIXINA B SULFATO 500000UI,capsula,ampola,DVCSZX,GREGE,10,75889,14815,0.5230,57784,54846.26,47628b817e5645a084a349498d093fdf,39c2ae2a7868443191251a5f0da974ad,8,20240925,10,POLIMIXINA B SULFATO 500000UI,caixa,aetrh4,12,10,29,Sim,Não,39c2ae2a7868443191251a5f0da974ad
8db7b5d14bed4d769a38f6bfd60d00af5521db6ef7d340b6840954b48730538790206472,sdfwer,ASTRAZENECA DO BRASIL LTDA.,1525,20240925T07:48:37.363667Z,19970510T07:48:37.363667Z,INFECÇÃO OPORTUNISTA,media,00010101T00:00:00.000Z,Nada a Declarar,.,.,20241007T07:48:37.363667Z,Entregue Parcial,thiagofarias,1,1,POLIMIXINA B SULFATO 500000UI,POLIMIXINA B SULFATO 500000UI,capsula,ampola,DVCSZX,GREGE,1,59657,16479,0.9477,47821,50067.69,8db7b5d14bed4d769a38f6bfd60d00af,5521db6ef7d340b6840954b487305387,3,20240925,1,POLIMIXINA B SULFATO 500000UI,caixa,aetrh4,25,1,83,Sim,Não,5521db6ef7d340b6840954b487305387
5034f7d97aad4d7c927ab3b8ab5e302d318422f266694b19bc9ffcfbaca4370e74300793,sdfwer,ASTRAZENECA DO BRASIL LTDA.,1525,20240925T07:48:37.363667Z,19970510T07:48:37.363667Z,INFECÇÃO OPORTUNISTA,media,00010101T00:00:00.000Z,Nada a Declarar,.,.,20241013T07:48:37.363667Z,Entregue Parcial,thiagofarias,7,7,POLIMIXINA B SULFATO 500000UI,POLIMIXINA B SULFATO 500000UI,capsula,ampola,DVCSZX,GREGE,7,92947,44991,0.9468,39616,51617.84,5034f7d97aad4d7c927ab3b8ab5e302d,318422f266694b19bc9ffcfbaca4370e,7,20240925,7,POLIMIXINA B SULFATO 500000UI,caixa,aetrh4,19,7,9,Sim,Não,318422f266694b19bc9ffcfbaca4370e
